show_uri	show_name	show_description	publisher	language	rss_link	episode_uri	episode_name	episode_description	duration	show_filename_prefix	episode_filename_prefix
spotify:show:6ec9hDE62HkW7ckm2KC17L	Major Jobs with Teland	"Hi, my name is Teland, and I'm a high schooler who is interested about different jobs. On this podcast, I'll be interviewing different people who have different careers and sharing them with you to educate people about the interesting things we do to make a living. We will go over normal ""run of the mill"" jobs but also unique careers, how people got into the job, what they do on a daily basis, and more.   Check out the website at majorjobs.org, or email me at teland@majorjobs.org  Featured on Spotify, New York Times Upfront, Scholastic, and NPR"	Major Jobs	['en']	https://anchor.fm/s/7db4b04/podcast/rss	spotify:episode:04phwiHSxs1NZPRAOOvEFd	Senior VP of Communications for the Golden State Warriors (ft. Raymond Ridder) - Episode 39	I talk to the media liason for the Golden State Warriors.   ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app 	26.85195	show_6ec9hDE62HkW7ckm2KC17L	04phwiHSxs1NZPRAOOvEFd
spotify:show:4lbnMhRAmkGBxpGOb6yFAx	The Equalizer Podcast	We are The Equalizer, the leading women's soccer news and analysis outlet in the United States since 2009. This is our podcast, where top journalists and personalities from throughout the women's game gather for critical, thoughtful and fun discussion.	The Equalizer	['en-US']	https://anchor.fm/s/6d417b8/podcast/rss	spotify:episode:05VbvGZz5UObvRuivapu7d	Live from the 2019 USC Convention: Lesle Gallimore on opportunities for female coaches	Lesle Gallimore is the longtime head coach of the University of Washington women's soccer program and board member of the United Soccer Coaches. In 2018, she served as president of the United Soccer Coaches. She joined The Equalizer Podcast in her final days as president to discuss the year that was and the challenges women face in the coaching industry.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app 	12.073983333333333	show_4lbnMhRAmkGBxpGOb6yFAx	05VbvGZz5UObvRuivapu7d
spotify:show:1ZKHflAANeLU5C4XZ1Aa2O	Bucking Stock News	Bucking Stock News brings you the latest in news and updates on programs, sires, dams, event info and results from within the bucking stock industry. Follow along and never miss out!	Kyle Lippincott	['en']	https://anchor.fm/s/83a92d0/podcast/rss	spotify:episode:05lgNhoVkoT3juve7T3sQQ	BSN Episode 26: Adelhardt Cattle Company	We got the chance to talk with Seth of Adelhardt Cattle Company from Kingman, Kansas. They are a small breeding program that has had as much success as any other program when it comes to the futurity game.  	50.37181666666667	show_1ZKHflAANeLU5C4XZ1Aa2O	05lgNhoVkoT3juve7T3sQQ
spotify:show:2rPPvOAqUPSB6TqezjVjm5	The Music Industry Blueprint Podcast	Rick Barker is the President and CEO of the Music Industry Blueprint in Nashville, TN. He is a manager, entrepreneur, author, and consultant focusing on the recent changes in the music business. By sharing his experience and insider tips, he helps his clients understand the music business and fast-tracks their steps to success. While those things describe his business life, the titles that he loves most are the ones which describe his personal life: Sober, Christian, Husband, and Father. Rick grew up in Alabama and was raised by a single mom. Growing up with very little in way of money and res	Rick Barker	['en']	https://anchor.fm/s/7e64f54/podcast/rss	spotify:episode:05ocYiKuc7yzOfVscYb4UY	Episode 151: Sneak Pick.. Behind The Curtain of the Music Biz	Are you ready for a manager? How should you approach Social Media?  ---   Send in a voice message: https://anchor.fm/music-industry-blueprint/message	31.55591666666667	show_2rPPvOAqUPSB6TqezjVjm5	05ocYiKuc7yzOfVscYb4UY
spotify:show:2rPPvOAqUPSB6TqezjVjm5	The Music Industry Blueprint Podcast	Rick Barker is the President and CEO of the Music Industry Blueprint in Nashville, TN. He is a manager, entrepreneur, author, and consultant focusing on the recent changes in the music business. By sharing his experience and insider tips, he helps his clients understand the music business and fast-tracks their steps to success. While those things describe his business life, the titles that he loves most are the ones which describe his personal life: Sober, Christian, Husband, and Father. Rick grew up in Alabama and was raised by a single mom. Growing up with very little in way of money and res	Rick Barker	['en']	https://anchor.fm/s/7e64f54/podcast/rss	spotify:episode:064R7MCRt04rozDlweZbon	Episode 132: This Technology is Genius!	If you are not using this technology as an Indie Artist, you are missing out.  ---   Send in a voice message: https://anchor.fm/music-industry-blueprint/message	21.7896	show_2rPPvOAqUPSB6TqezjVjm5	064R7MCRt04rozDlweZbon
spotify:show:2Mkrfx6HroyJiFjCnSRkOF	Meridian Magazine--Come Follow Me Latter-day Saint Podcast	Each week Meridian Magazine’s founders, Scot and Maurine Proctor, will be giving a 30-minute podcast on the “Come, Follow Me” curriculum for the week. This is so you can listen with your scriptures in hand, or while you are about life’s many other duties. If you want some thoughts about teaching your family or in Church lessons, this can be a place to turn. If you live alone, let us study with you.	Scot Facer Proctor	['en-US']	https://anchor.fm/s/856450c/podcast/rss	spotify:episode:06N2F85zyr7cIJsH6IOYWn	Come Follow Me BofM Podcast 1, “Another Testament of Jesus Christ” -- Introductory Pages	December 30-January 5 I was reading a very short notice this past week in a local newspaper that was just over 300 words long.  This is not a well-known national periodical, in fact, it’s quite obscure—but the notice I read is probably the most important thing ever published in the news.  The paper was The Wayne Sentinel and the date was Friday, March 26, 1830.  This was the first announcement that The Book of Mormon was now available to the world. 	31.97648333333333	show_2Mkrfx6HroyJiFjCnSRkOF	06N2F85zyr7cIJsH6IOYWn
spotify:show:6r0bfT6lOLqDMh9ujnT1BW	Sleepyhead Stories - Mother/Daughter Duo	Join this Mother-Daughter team for their weekly podcast as they read the latest and greatest children's books out there. Giggling and yawning through every story as the clock ticks closer to bedtime.  Check out our YouTube Channel, Sleepyhead Stories Cover art created by Swing Graphics, LLC  Support this podcast: https://anchor.fm/sleepyhead/support	Sleepyhead Stories 	['en-US']	https://anchor.fm/s/29d301c/podcast/rss	spotify:episode:06n9ErCq5yGRaoyswWEMFZ	The Tale Of Mr. Jeremy Fisher 🐸 	Mr. Jeremy Fisher has a day full of the worst fisherman’s mishaps as he sets out to catch some minnows for his dinner.   ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  ---   Send in a voice message: https://anchor.fm/sleepyhead/message Support this podcast: https://anchor.fm/sleepyhead/support	15.904116666666667	show_6r0bfT6lOLqDMh9ujnT1BW	06n9ErCq5yGRaoyswWEMFZ
spotify:show:1mxdkoSv6URRpLtxMtAFp2	Cowboys Weekly	Cowboys Weekly is a periodic podcast discussing all things Dallas Cowboys. Hosted by InsideTheStar.com for all of Cowboys Nation, ITS staff breaks down the latest news and views from The Star. Support this podcast: https://anchor.fm/cowboysweekly/support	Inside The Star	['en']	https://anchor.fm/s/bff098c/podcast/rss	spotify:episode:07gLup8CTekMvOnzSDrxYs	CW Ep. 6: Zeke Elliott Might Hold-out, Previewing the New York Giants, 18-Game NFL Season?	This week on Cowboys Weekly... Jess and Bryson discuss the latest new in the seemingly ongoing saga of Ezekiel Elliott, look ahead at the New York Giants to conclude our NFC East division preview, and discuss the potential for the NFL to add another two games to the regular season.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  ---   Send in a voice message: https://anchor.fm/cowboysweekly/message Support this podcast: https://anchor.fm/cowboysweekly/support	52.95001666666667	show_1mxdkoSv6URRpLtxMtAFp2	07gLup8CTekMvOnzSDrxYs
spotify:show:4lbnMhRAmkGBxpGOb6yFAx	The Equalizer Podcast	We are The Equalizer, the leading women's soccer news and analysis outlet in the United States since 2009. This is our podcast, where top journalists and personalities from throughout the women's game gather for critical, thoughtful and fun discussion.	The Equalizer	['en-US']	https://anchor.fm/s/6d417b8/podcast/rss	spotify:episode:07nc0OirMLu8TKxu2YLAvO	The Equalizer Podcast, Episode 52: Familiar Faces	NWSL preseason is heating up, the U.S. Women's National Team dropped some roster bombs, and the Equalizer Podcast Team is ready to get things started. This week, Claire Watkins, John Halloran, and Katelyn Best met up in person after the first round of the Portland Invitational to talk about what they saw from Reign FC's 2-1 victory vs the U.S. U-23's and the Portland Thorns' similar scoreline against the Chicago Red Stars.   They also discussed the surprise re-calling of Ali Krieger to the USWNT, wondered if the U.S. midfield knows what its job is, and as always, answered your burning questions from Twitter.  The Equalizer Podcast theme music is First Conversations by Scout Ripley.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app 	48.03821666666666	show_4lbnMhRAmkGBxpGOb6yFAx	07nc0OirMLu8TKxu2YLAvO
spotify:show:6ec9hDE62HkW7ckm2KC17L	Major Jobs with Teland	"Hi, my name is Teland, and I'm a high schooler who is interested about different jobs. On this podcast, I'll be interviewing different people who have different careers and sharing them with you to educate people about the interesting things we do to make a living. We will go over normal ""run of the mill"" jobs but also unique careers, how people got into the job, what they do on a daily basis, and more.   Check out the website at majorjobs.org, or email me at teland@majorjobs.org  Featured on Spotify, New York Times Upfront, Scholastic, and NPR"	Major Jobs	['en']	https://anchor.fm/s/7db4b04/podcast/rss	spotify:episode:08DhaJwYAHhum25hyU4AmP	Voice Actress (ft. Susan Bennett, the Voice of Siri) - Episode 22	On this episode, we interview Susan Bennett, the voice of Siri and a voice actress.   Song: https://www.youtube.com/watch?v=mcSrLWMrt4M  - Elton John - Don't Go Breaking My Heart (Alex's Alternate Version Instrumental) 	33.95783333333333	show_6ec9hDE62HkW7ckm2KC17L	08DhaJwYAHhum25hyU4AmP
spotify:show:76bHN0zmR0ixLaledqBWrD	Centre Pass Podcast	The Centre Pass Podcast is a weekly netball podcast dedicated to the Suncorp Super Netball League, recapping each round as well as covering international competition.	Centre Pass Podcast	['en-AU']	https://anchor.fm/s/a8efc10/podcast/rss	spotify:episode:08lxbZvgAm9t48HssAs9bc	Centre Pass Podcast - Netball World Cup preview	We're back for the Netball World Cup! Join Jarrad Gardner, Taylah Melki and Sophie Taylor to preview all the action of the upcoming World Cup in Liverpool. We go through all four groups and predict which teams will make the medal matches as well as who will win player of the tournament. 	27.931816666666666	show_76bHN0zmR0ixLaledqBWrD	08lxbZvgAm9t48HssAs9bc
spotify:show:6aJTGYCYhFqIBsaNDPgiac	The Greylock Heatcheck Pod	The Heatcheck Militia Takes on Camp, Sports, Music, Fashion, Movies, amongst other Pop Culture Phenomenons	Jason Fine	['en']	https://anchor.fm/s/f2ae89c/podcast/rss	spotify:episode:0AmoW0ioZHWUu1IyKUPvt4	Minneholes	JFine and Minnesota Macdonald talk sports. 	35.139916666666664	show_6aJTGYCYhFqIBsaNDPgiac	0AmoW0ioZHWUu1IyKUPvt4
spotify:show:2Mkrfx6HroyJiFjCnSRkOF	Meridian Magazine--Come Follow Me Latter-day Saint Podcast	Each week Meridian Magazine’s founders, Scot and Maurine Proctor, will be giving a 30-minute podcast on the “Come, Follow Me” curriculum for the week. This is so you can listen with your scriptures in hand, or while you are about life’s many other duties. If you want some thoughts about teaching your family or in Church lessons, this can be a place to turn. If you live alone, let us study with you.	Scot Facer Proctor	['en-US']	https://anchor.fm/s/856450c/podcast/rss	spotify:episode:0CtBFZCn9faEDoxcRGvBMU	Come Follow Me Latter-day Saint Podcast 27 “What Wilt Thou Have Me Do?” -- Acts 6-9	July 8-14 What is this surprise in the nature of Paul that he can go from “breathing out threatenings and slaughter against the disciples of Christ” one day and be a submissive disciple of Christ the next? Of course he had this stupendous vision on the road to Damascus, but is there something more we can learn about the life of Paul, itself, that can give us clues to his energy and passion? 	35.29535	show_2Mkrfx6HroyJiFjCnSRkOF	0CtBFZCn9faEDoxcRGvBMU
spotify:show:2Mkrfx6HroyJiFjCnSRkOF	Meridian Magazine--Come Follow Me Latter-day Saint Podcast	Each week Meridian Magazine’s founders, Scot and Maurine Proctor, will be giving a 30-minute podcast on the “Come, Follow Me” curriculum for the week. This is so you can listen with your scriptures in hand, or while you are about life’s many other duties. If you want some thoughts about teaching your family or in Church lessons, this can be a place to turn. If you live alone, let us study with you.	Scot Facer Proctor	['en-US']	https://anchor.fm/s/856450c/podcast/rss	spotify:episode:0CzJI41HKWcosJg2gkHbry	Come Follow Me Latter-day Saint Podcast 9 “He Taught Them as One Having Authority” -- Matthew 6-7	How can we become better at praying? It is a question that most of us ask ourselves as serious disciples of Jesus Christ. In these chapters from the Sermon on the Mount, the Lord Himself teaches us how to pray. If the Lord says this is how we should pray, then, there is something deep to learn. 	30.09393333333333	show_2Mkrfx6HroyJiFjCnSRkOF	0CzJI41HKWcosJg2gkHbry
spotify:show:4lbnMhRAmkGBxpGOb6yFAx	The Equalizer Podcast	We are The Equalizer, the leading women's soccer news and analysis outlet in the United States since 2009. This is our podcast, where top journalists and personalities from throughout the women's game gather for critical, thoughtful and fun discussion.	The Equalizer	['en-US']	https://anchor.fm/s/6d417b8/podcast/rss	spotify:episode:0DQdtSzvsc8BsI3tuBUPGs	The Equalizer Podcast, Episode 93: It's money, honey	This is an economics podcast now. This week, Dan, Chelsey, and John break down what we thought we knew about NWSL allocation money, what we know now, and how that could equally rev the league up and spell disaster for a certain number of teams. Assets! Fees! Long-term appreciation! They also talk through the Olympic Qualifying USWNT roster, and answer your questions.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app 	57.69461666666667	show_4lbnMhRAmkGBxpGOb6yFAx	0DQdtSzvsc8BsI3tuBUPGs
spotify:show:5rlxB3eLnxgYzXFG8jKfel	Church ALIVE	Reaching, Teaching, and Empowering people to impact their generation for Christ	Church Alive	['en']	https://anchor.fm/s/7308188/podcast/rss	spotify:episode:0DYifrfuP2xB4GN8GqoBFx	My Flesh is Not My Lord - Pastor Miriam Fleming // Battles & Victories	It's impossible to win the victory unless you dare to battle. Tune in this week and learn why the flesh is not your lord. - Welcome to Church ALIVE. Our mission is to Reach, Teach, and Empower people to impact their generation for Christ.  - Stay Connected Website: http://churchalive.tv Instagram: http://instagram.com/churchalivenj Facebook: https://www.facebook.com/ChurchALIVEnj 	45.7556	show_5rlxB3eLnxgYzXFG8jKfel	0DYifrfuP2xB4GN8GqoBFx
spotify:show:2Vh5jVI1EdMDeHs3N8XoME	Sweathead with Mark Pollard - A Strategy Podcast	"How do you get good at strategy? With nearly 500,000 listens, Sweathead tries to answer this question. Each episode helps thinkers realize they're not alone and that thinking takes practice. And, when your brain practices, it sweats. Hence, Sweathead. Hit SUBSCRIBE, tell your friends, and leave a kind rating. Real-time action is @markpollard.  The book ""Strategy Is Your Words"" launches this April 2020: http://www.strategyisyourwords.com  "	Mark Pollard	['en']	https://anchor.fm/s/3427324/podcast/rss	spotify:episode:0EJMc4qdMkyeasVhZWY1Zg	Going In-House Or Client-Side And Making It Work - Stan Johnson, Creative Consultant	"Stan Johnson is a creative director. After years in agencies, he spent half a decade running an in-house team. When he started, he thought people never came back from that kind of move. Yet he made the move. And now he’s back. And this is what we discuss. You can find Stan here: http://www.twitter.com/branddna  For more strategy talk: 1. Newsletter: http://www.markpollard.net/email-newsletter/ 2. Instagram: http://www.instagram.com/markpollard 3. Twitter: http://www.twitter.com/markpollard 4. Facebook - join 6,000+ strategists: http://www.sweathead.co New book ""Strategy Is Your Words"" out soon.   "	39.703516666666665	show_2Vh5jVI1EdMDeHs3N8XoME	0EJMc4qdMkyeasVhZWY1Zg
spotify:show:6ec9hDE62HkW7ckm2KC17L	Major Jobs with Teland	"Hi, my name is Teland, and I'm a high schooler who is interested about different jobs. On this podcast, I'll be interviewing different people who have different careers and sharing them with you to educate people about the interesting things we do to make a living. We will go over normal ""run of the mill"" jobs but also unique careers, how people got into the job, what they do on a daily basis, and more.   Check out the website at majorjobs.org, or email me at teland@majorjobs.org  Featured on Spotify, New York Times Upfront, Scholastic, and NPR"	Major Jobs	['en']	https://anchor.fm/s/7db4b04/podcast/rss	spotify:episode:0F2TfC1XCkBZfqSsLBmtWJ	Advice for Teenagers (ft. Anthony O'Neal of Ramsey Solutions) - Episode 35	Today, I talk to author and speaker Anthony O'Neal about his advice for teenagers from college and on.  Go to his site at:  www.anthonyoneal.com  And mine at: www.majorjobspodcast.com 	15.785316666666667	show_6ec9hDE62HkW7ckm2KC17L	0F2TfC1XCkBZfqSsLBmtWJ
